id,price,neighbourhood_cleansed,neighbourhood_group_cleansed,review_scores_rating
35925229,250.0,la Vila de Gràcia,Gràcia,4.9
35926563,49.0,el Clot,Sant Martí,4.5
35314372,65.0,la Sagrada Família,Eixample,4.8
35331849,213.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,4.75
35336914,17.0,el Turó de la Peira,Nou Barris,4.0
35376060,233.0,Sant Antoni,Eixample,4.72
35948825,20.0,Vilapicina i la Torre Llobeta,Nou Barris,4.5
35958085,105.0,el Raval,Ciutat Vella,4.29
35969743,89.0,la Vila de Gràcia,Gràcia,4.4
35969963,65.0,la Vila de Gràcia,Gràcia,4.78
36012449,150.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.89
36022888,164.0,el Barri Gòtic,Ciutat Vella,5.0
35404202,32.0,el Guinardó,Horta-Guinardó,4.68
35414199,105.0,la Nova Esquerra de l'Eixample,Eixample,5.0
35436949,137.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.6
35450813,144.0,la Dreta de l'Eixample,Eixample,4.61
35454437,208.0,la Vila de Gràcia,Gràcia,4.64
36032969,164.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,5.0
36050168,126.0,la Vila de Gràcia,Gràcia,4.34
36050722,145.0,la Vila de Gràcia,Gràcia,4.61
36052267,170.0,la Dreta de l'Eixample,Eixample,4.4
36052325,188.0,la Vila de Gràcia,Gràcia,4.49
35454439,232.0,la Vila de Gràcia,Gràcia,4.66
35455583,25.0,el Raval,Ciutat Vella,4.71
35455764,24.0,el Raval,Ciutat Vella,4.75
35455815,25.0,el Raval,Ciutat Vella,4.86
35477075,248.0,la Vila de Gràcia,Gràcia,4.64
35488866,91.0,la Vila de Gràcia,Gràcia,4.81
36053561,227.0,la Vila de Gràcia,Gràcia,4.39
36053589,34.0,la Vila de Gràcia,Gràcia,4.33
36054333,29.0,la Vila de Gràcia,Gràcia,4.3
36056516,22.0,el Parc i la Llacuna del Poblenou,Sant Martí,5.0
36060049,160.0,la Nova Esquerra de l'Eixample,Eixample,4.0
36062389,57.0,el Raval,Ciutat Vella,5.0
35502265,225.0,Sant Martí de Provençals,Sant Martí,5.0
35502833,278.0,el Clot,Sant Martí,4.71
35556392,53.0,el Barri Gòtic,Ciutat Vella,4.5
35563187,136.0,l'Antiga Esquerra de l'Eixample,Eixample,4.9
36128359,34.0,el Poble Sec,Sants-Montjuïc,4.54
36085506,45.0,el Raval,Ciutat Vella,4.5
36090145,231.0,la Dreta de l'Eixample,Eixample,4.68
36092614,149.0,la Salut,Gràcia,4.61
36100242,72.0,la Maternitat i Sant Ramon,Les Corts,4.9
36102374,70.0,les Corts,Les Corts,5.0
36124019,80.0,la Vila de Gràcia,Gràcia,4.71
36125340,86.0,la Vila de Gràcia,Gràcia,4.71
36128368,91.0,la Vila de Gràcia,Gràcia,4.71
36128647,91.0,la Vila de Gràcia,Gràcia,4.71
36128825,106.0,la Vila de Gràcia,Gràcia,4.71
36129095,106.0,la Vila de Gràcia,Gràcia,4.71
36129345,86.0,la Vila de Gràcia,Gràcia,4.71
36125691,179.0,les Corts,Les Corts,4.89
36126058,86.0,la Vila de Gràcia,Gràcia,4.71
36126357,86.0,la Vila de Gràcia,Gràcia,4.71
36138739,1407.0,el Poble Sec,Sants-Montjuïc,4.33
36164932,35.0,el Poble Sec,Sants-Montjuïc,4.85
36167419,81.0,Vallcarca i els Penitents,Gràcia,5.0
36170245,42.0,el Barri Gòtic,Ciutat Vella,4.33
36672507,55.0,Sant Antoni,Eixample,5.0
36688107,51.0,el Raval,Ciutat Vella,4.34
36689717,60.0,Sant Antoni,Eixample,4.94
36717874,213.0,Hostafrancs,Sants-Montjuïc,4.83
36748280,30.0,Sant Antoni,Eixample,4.87
36183899,43.0,el Coll,Gràcia,4.54
36201552,36.0,Verdun,Nou Barris,4.7
36264189,44.0,el Barri Gòtic,Ciutat Vella,4.71
36748354,44.0,Sant Antoni,Eixample,4.83
36748618,70.0,el Camp de l'Arpa del Clot,Sant Martí,4.37
36749678,54.0,el Barri Gòtic,Ciutat Vella,4.62
36758193,90.0,el Fort Pienc,Eixample,4.69
36761317,473.0,el Besòs i el Maresme,Sant Martí,4.71
36271474,35.0,Provençals del Poblenou,Sant Martí,4.71
36272241,154.0,la Vila de Gràcia,Gràcia,4.44
36290716,126.0,el Poble Sec,Sants-Montjuïc,4.43
36291359,107.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,4.93
36305082,100.0,el Raval,Ciutat Vella,4.31
36309056,20.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,5.0
36324702,58.0,Vilapicina i la Torre Llobeta,Nou Barris,4.39
36764720,40.0,la Dreta de l'Eixample,Eixample,4.64
36793797,115.0,el Poble Sec,Sants-Montjuïc,4.48
36796389,40.0,la Dreta de l'Eixample,Eixample,4.61
36820054,200.0,la Sagrada Família,Eixample,4.93
36820320,131.0,la Sagrada Família,Eixample,4.71
36332965,84.0,el Barri Gòtic,Ciutat Vella,4.5
36370182,118.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.41
36378402,32.0,Sant Antoni,Eixample,4.08
36379798,113.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.71
36413831,164.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,5.0
36421175,385.0,la Dreta de l'Eixample,Eixample,4.82
36823489,40.0,el Barri Gòtic,Ciutat Vella,3.25
36823966,306.0,el Barri Gòtic,Ciutat Vella,4.0
36824206,51.0,el Barri Gòtic,Ciutat Vella,4.5
36824749,72.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.57
36824913,60.0,Sant Antoni,Eixample,4.5
36859270,479.0,la Vila de Gràcia,Gràcia,4.68
36859384,85.0,la Barceloneta,Ciutat Vella,4.71
36860853,124.0,Verdun,Nou Barris,4.75
36446445,42.0,el Poble Sec,Sants-Montjuïc,4.4
36488155,143.0,el Raval,Ciutat Vella,4.83
36488571,151.0,el Raval,Ciutat Vella,4.88
36488692,145.0,el Raval,Ciutat Vella,4.81
36488815,181.0,el Raval,Ciutat Vella,5.0
36488917,189.0,el Raval,Ciutat Vella,4.91
36489150,202.0,el Raval,Ciutat Vella,4.9
36501458,372.0,el Barri Gòtic,Ciutat Vella,4.98
36504978,126.0,la Vila de Gràcia,Gràcia,4.83
36901199,145.0,el Poble Sec,Sants-Montjuïc,4.67
36934997,115.0,el Raval,Ciutat Vella,4.71
36936488,318.0,el Raval,Ciutat Vella,4.92
36941812,56.0,Sant Antoni,Eixample,4.91
36957914,54.0,el Raval,Ciutat Vella,5.0
36962698,124.0,el Poblenou,Sant Martí,4.52
36514389,124.0,les Corts,Les Corts,4.85
36515152,153.0,les Corts,Les Corts,4.9
36542451,72.0,Hostafrancs,Sants-Montjuïc,5.0
36550505,56.0,el Raval,Ciutat Vella,5.0
36553821,37.0,el Barri Gòtic,Ciutat Vella,3.86
36563289,145.0,el Parc i la Llacuna del Poblenou,Sant Martí,4.53
36563466,180.0,el Parc i la Llacuna del Poblenou,Sant Martí,4.71
36563695,195.0,el Parc i la Llacuna del Poblenou,Sant Martí,5.0
36575390,17.0,el Turó de la Peira,Nou Barris,4.2
36577272,45.0,la Vila de Gràcia,Gràcia,4.25
36972276,120.0,la Vila de Gràcia,Gràcia,4.71
36996478,181.0,el Poblenou,Sant Martí,4.87
37003901,65.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,5.0
37007913,89.0,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,4.54
37027505,48.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,5.0
36580899,224.0,el Poble Sec,Sants-Montjuïc,5.0
36586628,44.0,el Barri Gòtic,Ciutat Vella,4.29
36587786,37.0,el Barri Gòtic,Ciutat Vella,4.0
36589272,74.0,Sants,Sants-Montjuïc,4.0
36591624,37.0,el Barri Gòtic,Ciutat Vella,4.55
36592039,37.0,el Barri Gòtic,Ciutat Vella,4.43
36592423,37.0,el Barri Gòtic,Ciutat Vella,3.86
36592722,44.0,el Barri Gòtic,Ciutat Vella,4.29
37033915,104.0,el Turó de la Peira,Nou Barris,4.83
37041461,250.0,Provençals del Poblenou,Sant Martí,4.67
37065883,177.0,la Nova Esquerra de l'Eixample,Eixample,4.73
37068370,186.0,la Dreta de l'Eixample,Eixample,4.77
37071260,300.0,les Corts,Les Corts,4.57
37071332,159.0,les Corts,Les Corts,4.8
36600584,112.0,la Dreta de l'Eixample,Eixample,5.0
36620765,74.0,l'Antiga Esquerra de l'Eixample,Eixample,4.42
36622270,266.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,4.58
36625968,49.0,el Barri Gòtic,Ciutat Vella,4.93
37139019,90.0,l'Antiga Esquerra de l'Eixample,Eixample,4.71
37071600,261.0,les Corts,Les Corts,4.5
37071663,187.0,les Corts,Les Corts,4.76
37073015,129.0,el Raval,Ciutat Vella,2.67
37110259,139.0,la Dreta de l'Eixample,Eixample,4.72
37110943,109.0,la Dreta de l'Eixample,Eixample,4.68
37139242,67.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.71
37139262,50.0,el Barri Gòtic,Ciutat Vella,4.71
37140474,94.0,l'Antiga Esquerra de l'Eixample,Eixample,4.85
37142070,40.0,la Vila de Gràcia,Gràcia,4.33
37169516,119.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.73
37175952,99.0,l'Antiga Esquerra de l'Eixample,Eixample,5.0
37113038,39.0,el Guinardó,Horta-Guinardó,4.94
37476809,226.0,la Dreta de l'Eixample,Eixample,4.87
37477673,198.0,la Dreta de l'Eixample,Eixample,4.29
37480608,214.0,la Vila de Gràcia,Gràcia,4.83
37481784,130.0,la Font de la Guatlla,Sants-Montjuïc,4.82
37201753,94.0,Porta,Nou Barris,4.65
37229476,179.0,el Poble Sec,Sants-Montjuïc,4.7
37229482,179.0,el Poble Sec,Sants-Montjuïc,4.09
37229893,297.0,l'Antiga Esquerra de l'Eixample,Eixample,4.69
37232145,144.0,el Raval,Ciutat Vella,4.33
37232180,73.0,el Raval,Ciutat Vella,4.38
37233218,92.0,Porta,Nou Barris,4.68
37235215,154.0,el Poble Sec,Sants-Montjuïc,3.64
37235220,159.0,el Poble Sec,Sants-Montjuïc,4.69
37511037,47.0,Hostafrancs,Sants-Montjuïc,4.93
37544623,152.0,la Dreta de l'Eixample,Eixample,4.52
37548150,55.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,3.86
37235233,137.0,el Poble Sec,Sants-Montjuïc,4.0
37239906,75.0,Sants - Badal,Sants-Montjuïc,5.0
37241528,217.0,el Raval,Ciutat Vella,4.58
37252166,88.0,el Barri Gòtic,Ciutat Vella,4.91
37271329,101.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.11
37272558,102.0,el Raval,Ciutat Vella,4.67
37275279,65.0,l'Antiga Esquerra de l'Eixample,Eixample,4.34
37275926,65.0,l'Antiga Esquerra de l'Eixample,Eixample,4.19
37276332,229.0,el Barri Gòtic,Ciutat Vella,4.87
37578825,170.0,la Vila de Gràcia,Gràcia,4.7
37587305,125.0,Sant Antoni,Eixample,4.0
37592431,85.0,el Parc i la Llacuna del Poblenou,Sant Martí,4.5
37593900,288.0,la Vila de Gràcia,Gràcia,4.14
37597072,30.0,la Sagrada Família,Eixample,5.0
37278016,182.0,el Barri Gòtic,Ciutat Vella,4.87
37278198,189.0,el Barri Gòtic,Ciutat Vella,4.91
37278347,229.0,el Barri Gòtic,Ciutat Vella,4.89
37278466,216.0,el Barri Gòtic,Ciutat Vella,4.89
37278579,310.0,el Barri Gòtic,Ciutat Vella,4.94
37280135,25.0,el Camp de l'Arpa del Clot,Sant Martí,5.0
37281924,64.0,la Vila de Gràcia,Gràcia,5.0
37308209,73.0,la Barceloneta,Ciutat Vella,4.88
37310167,37.0,el Barri Gòtic,Ciutat Vella,3.75
37310667,91.0,Vilapicina i la Torre Llobeta,Nou Barris,4.65
37657114,138.0,la Font de la Guatlla,Sants-Montjuïc,4.92
37657249,65.0,el Raval,Ciutat Vella,4.58
37672503,800.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.71
37699365,330.0,la Vila de Gràcia,Gràcia,4.53
37311580,63.0,l'Antiga Esquerra de l'Eixample,Eixample,4.78
37314811,137.0,el Poble Sec,Sants-Montjuïc,4.65
37315447,163.0,el Poble Sec,Sants-Montjuïc,3.67
37334566,44.0,el Fort Pienc,Eixample,4.71
37344482,90.0,l'Antiga Esquerra de l'Eixample,Eixample,4.33
37345058,143.0,el Poble Sec,Sants-Montjuïc,4.57
37345707,196.0,la Dreta de l'Eixample,Eixample,4.61
37701746,94.0,el Raval,Ciutat Vella,4.0
37707137,261.0,el Poblenou,Sant Martí,4.92
37712687,47.0,el Raval,Ciutat Vella,4.93
37713280,81.0,el Poble Sec,Sants-Montjuïc,4.5
37733761,79.0,la Dreta de l'Eixample,Eixample,4.55
37375277,44.0,el Fort Pienc,Eixample,4.87
37380737,54.0,el Raval,Ciutat Vella,4.67
37734365,309.0,la Nova Esquerra de l'Eixample,Eixample,4.22
37753809,103.0,Vilapicina i la Torre Llobeta,Nou Barris,4.49
37768883,120.0,Vallcarca i els Penitents,Gràcia,4.75
37768888,120.0,Vallcarca i els Penitents,Gràcia,4.78
37386348,24.0,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,4.89
37390931,60.0,el Guinardó,Horta-Guinardó,4.9
37395667,48.0,Can Baró,Horta-Guinardó,4.94
37418264,57.0,la Maternitat i Sant Ramon,Les Corts,4.4
37420408,240.0,Sant Antoni,Eixample,5.0
37427870,125.0,la Dreta de l'Eixample,Eixample,5.0
37768899,286.0,Vallcarca i els Penitents,Gràcia,1.0
37774047,60.0,Navas,Sant Andreu,4.79
37791017,289.0,la Dreta de l'Eixample,Eixample,4.93
37814165,170.0,el Poble Sec,Sants-Montjuïc,4.9
37837525,50.0,la Vila de Gràcia,Gràcia,4.91
37447552,58.0,l'Antiga Esquerra de l'Eixample,Eixample,4.73
37476135,163.0,Sant Genís dels Agudells,Horta-Guinardó,4.7
37476148,106.0,Sant Andreu,Sant Andreu,4.71
37476671,174.0,el Poblenou,Sant Martí,4.63
37867056,48.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.28
37869332,65.0,el Raval,Ciutat Vella,5.0
37894367,99.0,la Verneda i la Pau,Sant Martí,4.19
37897272,101.0,la Verneda i la Pau,Sant Martí,4.0
37900679,39.0,Sants - Badal,Sants-Montjuïc,4.66
37901383,100.0,la Verneda i la Pau,Sant Martí,2.0
37922757,500.0,el Raval,Ciutat Vella,4.95
37985182,122.0,Sant Antoni,Eixample,4.92
38089550,98.0,el Camp de l'Arpa del Clot,Sant Martí,4.32
38091474,96.0,el Camp de l'Arpa del Clot,Sant Martí,4.28
38094040,15.0,el Turó de la Peira,Nou Barris,4.5
38116166,246.0,la Dreta de l'Eixample,Eixample,4.65
38141575,173.0,la Dreta de l'Eixample,Eixample,4.27
37990824,130.0,la Dreta de l'Eixample,Eixample,4.67
38019560,85.0,el Guinardó,Horta-Guinardó,5.0
38039288,27.0,el Poble Sec,Sants-Montjuïc,4.71
38148875,39.0,Vallcarca i els Penitents,Gràcia,5.0
38157635,72.0,el Raval,Ciutat Vella,4.83
38168943,60.0,la Prosperitat,Nou Barris,4.0
38180244,126.0,la Dreta de l'Eixample,Eixample,4.65
38082752,90.0,Sants,Sants-Montjuïc,5.0
38083546,128.0,el Carmel,Horta-Guinardó,4.0
38571196,229.0,l'Antiga Esquerra de l'Eixample,Eixample,4.81
38595019,57.0,la Dreta de l'Eixample,Eixample,4.77
38595951,31.0,l'Antiga Esquerra de l'Eixample,Eixample,4.81
38614112,60.0,el Raval,Ciutat Vella,4.0
38180351,122.0,el Putxet i el Farró,Sarrià-Sant Gervasi,4.59
38199055,301.0,la Dreta de l'Eixample,Eixample,4.23
38199056,50.0,la Barceloneta,Ciutat Vella,5.0
38663884,1407.0,el Poble Sec,Sants-Montjuïc,5.0
38686835,50.0,el Barri Gòtic,Ciutat Vella,4.33
38687208,246.0,la Dreta de l'Eixample,Eixample,4.25
38687404,139.0,la Dreta de l'Eixample,Eixample,4.75
38692852,200.0,la Dreta de l'Eixample,Eixample,4.71
38712946,500.0,la Dreta de l'Eixample,Eixample,4.81
38234713,180.0,Sants,Sants-Montjuïc,5.0
38235837,40.0,Sants,Sants-Montjuïc,4.87
38249152,53.0,el Turó de la Peira,Nou Barris,5.0
38249682,35.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.6
38257829,129.0,Sants,Sants-Montjuïc,4.81
38263959,133.0,Sants,Sants-Montjuïc,4.83
38714452,117.0,la Dreta de l'Eixample,Eixample,4.57
38723158,60.0,Vallcarca i els Penitents,Gràcia,4.71
38737774,26.0,la Barceloneta,Ciutat Vella,4.92
38738778,91.0,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,4.72
38739548,126.0,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,4.4
38742466,151.0,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,4.55
38744917,132.0,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,4.38
38766231,22.0,la Nova Esquerra de l'Eixample,Eixample,5.0
38275392,72.0,el Raval,Ciutat Vella,5.0
38277393,204.0,les Corts,Les Corts,4.84
38286909,101.0,la Dreta de l'Eixample,Eixample,4.44
38291884,130.0,Sant Antoni,Eixample,4.95
38767649,182.0,Sant Antoni,Eixample,4.93
38767675,175.0,Sant Antoni,Eixample,4.81
38768158,114.0,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,4.62
38770272,98.0,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,4.72
38818034,66.0,el Poble Sec,Sants-Montjuïc,4.8
38834918,65.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.0
38841896,73.0,el Coll,Gràcia,4.95
38869936,44.0,Sant Martí de Provençals,Sant Martí,1.0
38306095,138.0,Sants,Sants-Montjuïc,4.81
38309081,259.0,la Dreta de l'Eixample,Eixample,5.0
38324476,71.0,el Raval,Ciutat Vella,4.95
38324813,88.0,el Barri Gòtic,Ciutat Vella,4.58
38326687,195.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.71
38333472,186.0,el Poblenou,Sant Martí,5.0
38336127,375.0,la Dreta de l'Eixample,Eixample,5.0
38337124,125.0,les Corts,Les Corts,4.75
38876043,70.0,el Raval,Ciutat Vella,4.59
38894421,49.0,l'Antiga Esquerra de l'Eixample,Eixample,4.76
38915902,42.0,Sant Martí de Provençals,Sant Martí,4.71
38916256,42.0,Sant Martí de Provençals,Sant Martí,4.71
38917089,56.0,la Barceloneta,Ciutat Vella,4.2
38917279,144.0,la Vila Olímpica del Poblenou,Sant Martí,4.61
38343364,162.0,el Barri Gòtic,Ciutat Vella,4.62
38377105,185.0,el Barri Gòtic,Ciutat Vella,4.63
38379023,217.0,el Barri Gòtic,Ciutat Vella,4.55
38917682,63.0,la Barceloneta,Ciutat Vella,3.43
38917890,131.0,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,4.54
38918630,94.0,l'Antiga Esquerra de l'Eixample,Eixample,4.5
38920975,134.0,la Vila Olímpica del Poblenou,Sant Martí,4.65
38923161,101.0,la Vila de Gràcia,Gràcia,4.9
38970265,23.0,el Guinardó,Horta-Guinardó,4.69
38380673,183.0,la Dreta de l'Eixample,Eixample,4.61
38399336,82.0,la Vila de Gràcia,Gràcia,4.48
38446404,240.0,el Parc i la Llacuna del Poblenou,Sant Martí,4.57
38446418,239.0,la Vila Olímpica del Poblenou,Sant Martí,4.5
38452094,26.0,la Vila de Gràcia,Gràcia,5.0
38498521,55.0,la Guineueta,Nou Barris,4.17
38512490,68.0,el Raval,Ciutat Vella,4.87
38520944,18.0,el Turó de la Peira,Nou Barris,4.56
39072739,88.0,el Camp de l'Arpa del Clot,Sant Martí,4.54
39076570,153.0,el Parc i la Llacuna del Poblenou,Sant Martí,4.78
39081055,145.0,el Barri Gòtic,Ciutat Vella,4.94
39094761,106.0,la Vila de Gràcia,Gràcia,4.54
38534092,15.0,la Sagrada Família,Eixample,4.83
38563412,20.0,el Turó de la Peira,Nou Barris,4.8
38566431,42.0,la Barceloneta,Ciutat Vella,4.56
39213932,225.0,el Fort Pienc,Eixample,4.7
39098031,83.0,el Raval,Ciutat Vella,5.0
39125732,100.0,el Raval,Ciutat Vella,4.33
39130542,120.0,la Dreta de l'Eixample,Eixample,5.0
39133852,231.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,4.86
39141386,84.0,la Nova Esquerra de l'Eixample,Eixample,4.61
39216912,22.0,la Nova Esquerra de l'Eixample,Eixample,4.56
39219334,131.0,la Nova Esquerra de l'Eixample,Eixample,4.65
39221445,128.0,la Nova Esquerra de l'Eixample,Eixample,4.71
39150196,70.0,el Raval,Ciutat Vella,4.0
39184006,46.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,5.0
39186823,55.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.57
39213055,100.0,Sant Antoni,Eixample,4.71
39243438,50.0,el Raval,Ciutat Vella,3.0
39246801,223.0,el Putxet i el Farró,Sarrià-Sant Gervasi,4.54
39249313,48.0,Sants,Sants-Montjuïc,4.8
39265283,203.0,el Parc i la Llacuna del Poblenou,Sant Martí,4.89
39697054,100.0,el Poblenou,Sant Martí,4.5
39709504,69.0,Sant Andreu,Sant Andreu,4.15
39709814,43.0,Sant Andreu,Sant Andreu,4.25
39718890,81.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,3.5
39719348,112.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.91
39719760,500.0,la Dreta de l'Eixample,Eixample,4.8
39277227,55.0,el Raval,Ciutat Vella,3.67
39292715,93.0,la Vila de Gràcia,Gràcia,4.71
39293278,86.0,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,4.71
39293637,86.0,la Vila de Gràcia,Gràcia,4.71
39294058,43.0,el Barri Gòtic,Ciutat Vella,4.71
39295326,65.0,el Raval,Ciutat Vella,4.78
39318755,91.0,el Guinardó,Horta-Guinardó,4.96
39327731,99.0,el Raval,Ciutat Vella,4.7
39737048,131.0,el Putxet i el Farró,Sarrià-Sant Gervasi,4.69
39741313,81.0,el Barri Gòtic,Ciutat Vella,4.69
39746717,224.0,el Poble Sec,Sants-Montjuïc,5.0
39747175,55.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.0
39747728,55.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,3.71
39349081,149.0,Sant Antoni,Eixample,4.81
39353324,206.0,el Parc i la Llacuna del Poblenou,Sant Martí,4.94
39356120,63.0,l'Antiga Esquerra de l'Eixample,Eixample,4.67
39357046,334.0,l'Antiga Esquerra de l'Eixample,Eixample,4.81
39749632,401.0,la Dreta de l'Eixample,Eixample,5.0
39753264,152.0,Hostafrancs,Sants-Montjuïc,4.64
39772949,50.0,el Barri Gòtic,Ciutat Vella,4.75
39777639,85.0,el Poble Sec,Sants-Montjuïc,4.38
39788335,64.0,el Barri Gòtic,Ciutat Vella,4.72
39791562,1044.0,el Poble Sec,Sants-Montjuïc,4.0
39811448,169.0,el Barri Gòtic,Ciutat Vella,4.83
39376301,93.0,la Vila de Gràcia,Gràcia,4.71
39376808,75.0,el Putxet i el Farró,Sarrià-Sant Gervasi,4.71
39377153,75.0,la Vila de Gràcia,Gràcia,4.71
39378778,123.0,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,4.71
39381044,67.0,el Raval,Ciutat Vella,4.57
39381836,60.0,Sant Antoni,Eixample,4.25
39404484,114.0,les Corts,Les Corts,4.78
39462050,73.0,la Dreta de l'Eixample,Eixample,4.71
39515028,289.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.9
39817705,84.0,el Carmel,Horta-Guinardó,4.68
39828227,70.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.93
39852429,344.0,el Fort Pienc,Eixample,4.95
39862403,156.0,Sant Antoni,Eixample,4.16
39863843,164.0,el Fort Pienc,Eixample,5.0
39515636,252.0,el Parc i la Llacuna del Poblenou,Sant Martí,4.95
39516146,253.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.89
39516335,281.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.9
39865509,164.0,el Fort Pienc,Eixample,4.71
39909653,169.0,el Barri Gòtic,Ciutat Vella,5.0
39939948,55.0,el Barri Gòtic,Ciutat Vella,4.33
39940188,223.0,la Dreta de l'Eixample,Eixample,4.99
39519845,467.0,Sant Antoni,Eixample,4.94
39548516,67.0,el Raval,Ciutat Vella,4.4
39555679,223.0,el Poble Sec,Sants-Montjuïc,4.83
39560003,80.0,Sant Antoni,Eixample,4.33
39944955,95.0,la Barceloneta,Ciutat Vella,4.6
39959246,145.0,la Vila de Gràcia,Gràcia,4.48
39959257,138.0,la Salut,Gràcia,4.6
39959265,146.0,la Vila de Gràcia,Gràcia,4.59
39959423,175.0,la Vila de Gràcia,Gràcia,4.39
39959424,153.0,la Salut,Gràcia,4.57
39960458,138.0,la Salut,Gràcia,4.54
39571615,50.0,el Raval,Ciutat Vella,5.0
39572321,67.0,el Raval,Ciutat Vella,5.0
39576026,164.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,5.0
39577839,278.0,la Sagrada Família,Eixample,4.5
39967048,174.0,el Poble Sec,Sants-Montjuïc,4.71
39982664,53.0,la Dreta de l'Eixample,Eixample,5.0
39999153,491.0,la Sagrada Família,Eixample,5.0
40000409,424.0,la Sagrada Família,Eixample,4.82
40001918,394.0,la Sagrada Família,Eixample,4.62
39593635,1507.0,Sant Antoni,Eixample,4.61
39598491,147.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,4.58
39602082,133.0,les Corts,Les Corts,4.5
39621148,166.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,4.56
40019937,88.0,l'Antiga Esquerra de l'Eixample,Eixample,4.71
40022089,135.0,l'Antiga Esquerra de l'Eixample,Eixample,4.71
40022142,136.0,l'Antiga Esquerra de l'Eixample,Eixample,4.0
40025232,25.0,Sants,Sants-Montjuïc,4.87
40026944,169.0,el Barri Gòtic,Ciutat Vella,4.86
40045345,1819.0,el Poble Sec,Sants-Montjuïc,4.71
39622193,66.0,el Barri Gòtic,Ciutat Vella,4.5
39622971,113.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.68
39683083,57.0,la Barceloneta,Ciutat Vella,3.0
40045717,17.0,el Turó de la Peira,Nou Barris,4.78
40048439,163.0,la Dreta de l'Eixample,Eixample,5.0
40048494,177.0,la Dreta de l'Eixample,Eixample,4.63
40048783,131.0,la Salut,Gràcia,4.72
40056381,70.0,el Clot,Sant Martí,4.73
40077922,164.0,la Sagrada Família,Eixample,4.71
40081784,2000.0,la Sagrada Família,Eixample,4.71
39691518,202.0,Sant Antoni,Eixample,4.82
39691563,193.0,Sant Antoni,Eixample,4.84
39692277,246.0,Sant Antoni,Eixample,4.82
40084447,1139.0,la Sagrada Família,Eixample,5.0
40090804,185.0,la Sagrada Família,Eixample,4.71
40099562,185.0,la Sagrada Família,Eixample,4.71
40099592,42.0,Sants - Badal,Sants-Montjuïc,4.17
40103238,1240.0,el Barri Gòtic,Ciutat Vella,5.0
39692848,90.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,4.9
40529702,45.0,el Poble Sec,Sants-Montjuïc,4.71
40538318,30.0,el Camp de l'Arpa del Clot,Sant Martí,3.8
40549949,50.0,el Poble Sec,Sants-Montjuïc,4.87
