id,price,neighbourhood_cleansed,neighbourhood_group_cleansed,review_scores_rating
18674,179.0,la Sagrada Família,Eixample,4.39
23197,251.0,el Besòs i el Maresme,Sant Martí,4.8
32711,104.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,4.46
34241,157.0,el Barri Gòtic,Ciutat Vella,4.36
34981,401.0,el Barri Gòtic,Ciutat Vella,4.54
36763,46.0,la Barceloneta,Ciutat Vella,4.79
40983,149.0,la Dreta de l'Eixample,Eixample,4.5
41952,199.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,4.32
320506,122.0,el Poble Sec,Sants-Montjuïc,4.76
330723,21.0,el Raval,Ciutat Vella,4.48
330745,220.0,la Vila Olímpica del Poblenou,Sant Martí,4.62
330766,123.0,la Dreta de l'Eixample,Eixample,4.89
330957,159.0,la Dreta de l'Eixample,Eixample,4.78
337755,172.0,la Vila Olímpica del Poblenou,Sant Martí,4.69
341563,160.0,les Corts,Les Corts,5.0
343861,147.0,la Dreta de l'Eixample,Eixample,4.4
49968,126.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,4.63
58512,139.0,el Camp de l'Arpa del Clot,Sant Martí,4.5
68547,162.0,el Barri Gòtic,Ciutat Vella,4.75
71520,315.0,Vallcarca i els Penitents,Gràcia,5.0
71553,162.0,la Dreta de l'Eixample,Eixample,4.23
71736,70.0,el Raval,Ciutat Vella,3.88
72436,173.0,el Poblenou,Sant Martí,4.73
72793,69.0,el Raval,Ciutat Vella,5.0
343864,151.0,la Vila de Gràcia,Gràcia,4.5
343866,171.0,la Vila de Gràcia,Gràcia,4.45
346018,81.0,el Parc i la Llacuna del Poblenou,Sant Martí,4.76
347824,174.0,la Barceloneta,Ciutat Vella,4.0
351395,167.0,el Fort Pienc,Eixample,4.59
352772,207.0,la Nova Esquerra de l'Eixample,Eixample,4.75
72794,48.0,el Raval,Ciutat Vella,4.33
73683,279.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,4.57
75411,146.0,el Clot,Sant Martí,4.47
80004,117.0,el Poble Sec,Sants-Montjuïc,4.68
357576,218.0,la Vila de Gràcia,Gràcia,4.9
359841,131.0,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,4.68
364030,148.0,Sant Antoni,Eixample,4.66
365911,164.0,la Nova Esquerra de l'Eixample,Eixample,4.68
370665,180.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.8
373667,254.0,el Barri Gòtic,Ciutat Vella,4.8
89756,332.0,el Raval,Ciutat Vella,4.72
89776,119.0,la Dreta de l'Eixample,Eixample,4.77
95719,70.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.75
110041,94.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,4.21
112538,386.0,la Sagrada Família,Eixample,4.45
377161,126.0,el Coll,Gràcia,4.65
384063,164.0,la Dreta de l'Eixample,Eixample,3.75
384464,800.0,la Dreta de l'Eixample,Eixample,4.97
393717,131.0,el Raval,Ciutat Vella,4.48
399772,178.0,la Nova Esquerra de l'Eixample,Eixample,4.86
402369,217.0,el Barri Gòtic,Ciutat Vella,4.29
117010,339.0,la Sagrada Família,Eixample,4.62
118228,386.0,la Sagrada Família,Eixample,4.63
128463,128.0,Sants,Sants-Montjuïc,4.85
135513,180.0,el Poblenou,Sant Martí,4.69
408599,164.0,el Poble Sec,Sants-Montjuïc,4.63
417239,96.0,la Vila de Gràcia,Gràcia,4.72
424137,209.0,el Barri Gòtic,Ciutat Vella,4.7
424294,306.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,5.0
425639,578.0,el Putxet i el Farró,Sarrià-Sant Gervasi,4.83
432482,281.0,la Dreta de l'Eixample,Eixample,4.85
438102,44.0,el Fort Pienc,Eixample,4.8
439057,175.0,la Vila de Gràcia,Gràcia,4.65
443110,224.0,l'Antiga Esquerra de l'Eixample,Eixample,4.6
136670,42.0,Pedralbes,Les Corts,4.62
138055,449.0,la Sagrada Família,Eixample,4.58
443222,195.0,la Sagrada Família,Eixample,4.65
443909,32.0,el Barri Gòtic,Ciutat Vella,4.79
449854,106.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.69
449999,127.0,la Dreta de l'Eixample,Eixample,4.67
451758,130.0,el Raval,Ciutat Vella,4.78
462062,59.0,la Nova Esquerra de l'Eixample,Eixample,4.86
469157,143.0,el Barri Gòtic,Ciutat Vella,4.46
144471,67.0,Sant Antoni,Eixample,4.34
147275,16.0,el Guinardó,Horta-Guinardó,4.26
153376,52.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,5.0
162091,339.0,la Sagrada Família,Eixample,4.53
163448,194.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.56
171646,139.0,el Clot,Sant Martí,4.81
171816,139.0,el Clot,Sant Martí,4.74
174382,373.0,la Sagrada Família,Eixample,4.48
469177,189.0,el Poble Sec,Sants-Montjuïc,4.55
469710,137.0,la Dreta de l'Eixample,Eixample,4.72
472062,288.0,la Vila de Gràcia,Gràcia,4.89
473395,293.0,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,4.81
473459,260.0,la Vila de Gràcia,Gràcia,4.92
477256,67.0,el Parc i la Llacuna del Poblenou,Sant Martí,4.67
481739,174.0,la Dreta de l'Eixample,Eixample,4.73
482801,20.0,Sants,Sants-Montjuïc,4.67
188267,309.0,la Dreta de l'Eixample,Eixample,4.66
196196,339.0,la Sagrada Família,Eixample,4.53
485222,50.0,Sants - Badal,Sants-Montjuïc,4.73
487233,186.0,el Poble Sec,Sants-Montjuïc,4.96
490517,128.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,4.25
493122,54.0,el Parc i la Llacuna del Poblenou,Sant Martí,4.65
498416,33.0,el Barri Gòtic,Ciutat Vella,4.0
502436,120.0,el Barri Gòtic,Ciutat Vella,5.0
503765,179.0,la Dreta de l'Eixample,Eixample,4.91
198958,395.0,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,4.73
206122,156.0,la Vila de Gràcia,Gràcia,4.74
206167,141.0,el Poble Sec,Sants-Montjuïc,4.89
209673,138.0,la Vila de Gràcia,Gràcia,4.8
504657,151.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.75
507667,59.0,el Fort Pienc,Eixample,4.91
508212,179.0,l'Antiga Esquerra de l'Eixample,Eixample,4.91
510923,170.0,el Congrés i els Indians,Sant Andreu,4.6
511739,185.0,la Sagrada Família,Eixample,4.2
512368,19.0,el Raval,Ciutat Vella,4.83
512666,202.0,el Raval,Ciutat Vella,4.69
512737,125.0,el Raval,Ciutat Vella,4.88
234375,193.0,el Fort Pienc,Eixample,4.69
238703,339.0,la Sagrada Família,Eixample,4.41
241614,88.0,el Barri Gòtic,Ciutat Vella,4.79
252232,245.0,Sant Martí de Provençals,Sant Martí,4.53
513825,250.0,el Fort Pienc,Eixample,4.69
517407,300.0,el Fort Pienc,Eixample,4.69
519494,282.0,la Vila Olímpica del Poblenou,Sant Martí,4.77
519631,323.0,la Dreta de l'Eixample,Eixample,4.81
520389,181.0,l'Antiga Esquerra de l'Eixample,Eixample,4.63
522705,176.0,la Dreta de l'Eixample,Eixample,4.79
528979,45.0,la Vila de Gràcia,Gràcia,4.73
255195,44.0,el Raval,Ciutat Vella,4.35
256354,36.0,Vallcarca i els Penitents,Gràcia,4.85
256677,71.0,el Barri Gòtic,Ciutat Vella,4.55
265491,70.0,la Barceloneta,Ciutat Vella,4.55
268017,316.0,la Dreta de l'Eixample,Eixample,4.53
268022,287.0,la Dreta de l'Eixample,Eixample,4.71
269467,176.0,la Sagrada Família,Eixample,4.76
531195,430.0,Sant Antoni,Eixample,4.95
534410,302.0,el Fort Pienc,Eixample,4.76
534550,357.0,Sant Antoni,Eixample,4.96
537176,125.0,Sant Antoni,Eixample,4.86
543342,154.0,l'Antiga Esquerra de l'Eixample,Eixample,4.63
546165,70.0,el Poblenou,Sant Martí,4.95
548052,185.0,la Sagrada Família,Eixample,3.75
272282,523.0,l'Antiga Esquerra de l'Eixample,Eixample,4.92
273229,110.0,Sant Antoni,Eixample,4.65
273932,189.0,l'Antiga Esquerra de l'Eixample,Eixample,4.73
274156,174.0,el Poble Sec,Sants-Montjuïc,3.5
274221,160.0,el Barri Gòtic,Ciutat Vella,4.18
548085,185.0,la Sagrada Família,Eixample,4.0
554955,70.0,el Raval,Ciutat Vella,4.0
558366,71.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.8
558886,120.0,la Nova Esquerra de l'Eixample,Eixample,4.59
562020,48.0,el Raval,Ciutat Vella,2.5
563971,99.0,Sant Antoni,Eixample,4.75
567962,69.0,la Bordeta,Sants-Montjuïc,4.91
275336,137.0,la Nova Esquerra de l'Eixample,Eixample,4.68
275346,237.0,Sarrià,Sarrià-Sant Gervasi,4.75
275350,122.0,el Raval,Ciutat Vella,4.56
276527,123.0,el Coll,Gràcia,4.58
283231,136.0,el Parc i la Llacuna del Poblenou,Sant Martí,4.93
288034,160.0,la Nova Esquerra de l'Eixample,Eixample,4.65
568129,35.0,la Nova Esquerra de l'Eixample,Eixample,4.89
568185,40.0,la Nova Esquerra de l'Eixample,Eixample,4.75
569610,149.0,Sants,Sants-Montjuïc,4.75
572646,55.0,la Barceloneta,Ciutat Vella,4.93
572908,15.0,Sant Antoni,Eixample,4.71
576046,30.0,la Sagrada Família,Eixample,4.6
578558,688.0,el Fort Pienc,Eixample,4.87
288781,80.0,el Raval,Ciutat Vella,4.71
290535,180.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.9
291160,448.0,la Vila Olímpica del Poblenou,Sant Martí,4.88
295200,189.0,la Vila de Gràcia,Gràcia,4.71
315769,134.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,4.83
698593,147.0,la Vila de Gràcia,Gràcia,4.79
699920,228.0,l'Antiga Esquerra de l'Eixample,Eixample,4.97
584348,125.0,el Poblenou,Sant Martí,4.68
585762,193.0,la Dreta de l'Eixample,Eixample,4.54
585872,173.0,la Barceloneta,Ciutat Vella,4.71
587203,21.0,el Poblenou,Sant Martí,4.78
588268,150.0,la Sagrada Família,Eixample,4.78
588996,125.0,Sant Antoni,Eixample,4.83
590503,226.0,la Dreta de l'Eixample,Eixample,4.87
700150,353.0,l'Antiga Esquerra de l'Eixample,Eixample,4.86
702866,15.0,Sant Antoni,Eixample,4.71
703978,251.0,la Dreta de l'Eixample,Eixample,4.79
594580,311.0,la Vila de Gràcia,Gràcia,4.81
597768,88.0,el Poble Sec,Sants-Montjuïc,5.0
598329,254.0,la Barceloneta,Ciutat Vella,4.91
615381,180.0,el Raval,Ciutat Vella,4.73
617704,131.0,la Sagrada Família,Eixample,4.71
619728,148.0,la Sagrada Família,Eixample,4.25
621656,56.0,la Bordeta,Sants-Montjuïc,4.85
630566,221.0,el Poblenou,Sant Martí,4.6
707227,20.0,Sant Antoni,Eixample,4.71
715036,104.0,el Poble Sec,Sants-Montjuïc,4.52
721378,260.0,el Fort Pienc,Eixample,4.58
721470,176.0,el Fort Pienc,Eixample,4.59
721471,186.0,la Dreta de l'Eixample,Eixample,4.6
721473,206.0,el Fort Pienc,Eixample,4.33
721479,274.0,el Fort Pienc,Eixample,4.61
721504,251.0,la Dreta de l'Eixample,Eixample,4.69
721509,183.0,la Dreta de l'Eixample,Eixample,4.4
721510,200.0,la Dreta de l'Eixample,Eixample,5.0
721511,226.0,la Dreta de l'Eixample,Eixample,4.61
721512,226.0,la Dreta de l'Eixample,Eixample,4.0
722742,183.0,la Vila de Gràcia,Gràcia,4.83
634786,1080.0,l'Antiga Esquerra de l'Eixample,Eixample,4.0
636702,318.0,el Fort Pienc,Eixample,4.88
639820,132.0,Sant Antoni,Eixample,4.51
645513,152.0,el Poblenou,Sant Martí,4.67
656990,81.0,el Putxet i el Farró,Sarrià-Sant Gervasi,4.94
723462,120.0,la Barceloneta,Ciutat Vella,5.0
724298,169.0,la Sagrada Família,Eixample,5.0
725009,148.0,Sant Antoni,Eixample,4.81
728480,328.0,l'Antiga Esquerra de l'Eixample,Eixample,4.62
729078,86.0,el Raval,Ciutat Vella,4.61
731049,23.0,Sants - Badal,Sants-Montjuïc,5.0
659469,158.0,el Parc i la Llacuna del Poblenou,Sant Martí,4.62
662879,117.0,el Poble Sec,Sants-Montjuïc,4.63
663096,543.0,la Dreta de l'Eixample,Eixample,4.89
667177,309.0,el Parc i la Llacuna del Poblenou,Sant Martí,4.82
670782,109.0,Sant Antoni,Eixample,4.41
739557,154.0,la Sagrada Família,Eixample,4.67
742156,164.0,el Putxet i el Farró,Sarrià-Sant Gervasi,4.47
742241,184.0,Vallcarca i els Penitents,Gràcia,4.38
743612,249.0,Navas,Sant Andreu,4.89
744153,72.0,la Dreta de l'Eixample,Eixample,4.78
745220,165.0,Vallcarca i els Penitents,Gràcia,4.53
671458,90.0,el Poble Sec,Sants-Montjuïc,4.66
682808,529.0,la Dreta de l'Eixample,Eixample,4.84
682871,159.0,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,4.67
684160,43.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,5.0
684639,33.0,la Nova Esquerra de l'Eixample,Eixample,4.63
684643,28.0,la Nova Esquerra de l'Eixample,Eixample,4.78
745275,402.0,Vallcarca i els Penitents,Gràcia,4.47
746086,87.0,Sants - Badal,Sants-Montjuïc,4.56
748693,20.0,el Raval,Ciutat Vella,4.67
750066,152.0,Sant Antoni,Eixample,4.8
753322,267.0,la Vila de Gràcia,Gràcia,4.52
756588,56.0,el Raval,Ciutat Vella,4.64
757149,180.0,l'Antiga Esquerra de l'Eixample,Eixample,4.92
759769,276.0,la Sagrada Família,Eixample,4.5
688527,127.0,Provençals del Poblenou,Sant Martí,4.77
688946,162.0,el Clot,Sant Martí,4.8
694516,64.0,la Font d'en Fargues,Horta-Guinardó,4.87
842126,193.0,la Vila de Gràcia,Gràcia,4.76
842389,154.0,les Corts,Les Corts,4.52
846423,223.0,la Vila de Gràcia,Gràcia,4.78
760981,38.0,la Barceloneta,Ciutat Vella,4.0
764452,137.0,el Parc i la Llacuna del Poblenou,Sant Martí,4.67
767596,181.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,4.77
770175,169.0,la Sagrada Família,Eixample,4.78
847195,135.0,l'Antiga Esquerra de l'Eixample,Eixample,4.38
852195,135.0,l'Antiga Esquerra de l'Eixample,Eixample,4.5
856159,25.0,el Poblenou,Sant Martí,4.51
857958,50.0,el Barri Gòtic,Ciutat Vella,4.67
865191,256.0,la Dreta de l'Eixample,Eixample,4.51
871899,158.0,la Vila de Gràcia,Gràcia,4.82
772098,77.0,el Poble Sec,Sants-Montjuïc,4.75
773886,179.0,la Vila de Gràcia,Gràcia,4.82
775644,110.0,la Nova Esquerra de l'Eixample,Eixample,4.64
775794,177.0,el Poblenou,Sant Martí,4.68
776038,170.0,la Vila de Gràcia,Gràcia,4.84
776174,56.0,el Barri Gòtic,Ciutat Vella,4.71
875171,197.0,les Corts,Les Corts,4.61
876101,287.0,la Vila Olímpica del Poblenou,Sant Martí,4.67
877884,249.0,la Nova Esquerra de l'Eixample,Eixample,4.88
879969,153.0,la Dreta de l'Eixample,Eixample,4.63
883382,199.0,el Carmel,Horta-Guinardó,4.67
884420,108.0,la Maternitat i Sant Ramon,Les Corts,4.79
886088,171.0,la Dreta de l'Eixample,Eixample,4.56
887953,462.0,la Sagrada Família,Eixample,4.68
777476,345.0,l'Antiga Esquerra de l'Eixample,Eixample,4.03
777587,168.0,Sant Antoni,Eixample,4.82
790404,86.0,la Vila de Gràcia,Gràcia,4.48
888988,213.0,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,4.9
889575,157.0,el Guinardó,Horta-Guinardó,4.83
892906,164.0,la Dreta de l'Eixample,Eixample,4.73
892922,210.0,la Dreta de l'Eixample,Eixample,4.76
892927,237.0,la Dreta de l'Eixample,Eixample,4.63
892943,360.0,la Dreta de l'Eixample,Eixample,4.51
892949,314.0,la Dreta de l'Eixample,Eixample,4.44
790475,103.0,la Vila de Gràcia,Gràcia,4.34
799240,62.0,Sant Antoni,Eixample,4.58
893052,96.0,la Vila de Gràcia,Gràcia,4.66
893399,136.0,Provençals del Poblenou,Sant Martí,4.84
895091,203.0,l'Antiga Esquerra de l'Eixample,Eixample,4.66
896367,216.0,el Fort Pienc,Eixample,4.83
900045,54.0,el Parc i la Llacuna del Poblenou,Sant Martí,4.81
902403,251.0,la Dreta de l'Eixample,Eixample,4.69
903135,184.0,les Corts,Les Corts,4.22
800045,207.0,les Corts,Les Corts,4.52
801237,185.0,la Sagrada Família,Eixample,4.92
804268,184.0,el Parc i la Llacuna del Poblenou,Sant Martí,4.81
904862,254.0,el Raval,Ciutat Vella,4.67
906559,140.0,el Fort Pienc,Eixample,4.74
912414,150.0,Hostafrancs,Sants-Montjuïc,4.71
915823,272.0,la Dreta de l'Eixample,Eixample,4.41
916232,212.0,la Dreta de l'Eixample,Eixample,4.79
917308,782.0,la Dreta de l'Eixample,Eixample,4.92
918481,171.0,la Dreta de l'Eixample,Eixample,4.89
919483,139.0,el Poble Sec,Sants-Montjuïc,4.35
811918,100.0,la Maternitat i Sant Ramon,Les Corts,4.85
813031,131.0,el Poble Sec,Sants-Montjuïc,4.49
814172,167.0,el Poblenou,Sant Martí,4.64
814177,163.0,el Poblenou,Sant Martí,4.22
814202,167.0,el Poblenou,Sant Martí,4.62
814226,167.0,el Poblenou,Sant Martí,4.53
820497,70.0,la Nova Esquerra de l'Eixample,Eixample,4.88
821100,137.0,Sant Antoni,Eixample,4.85
922906,186.0,el Poble Sec,Sants-Montjuïc,4.36
922907,157.0,el Poble Sec,Sants-Montjuïc,4.5
925557,163.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,4.88
928725,54.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.66
929663,226.0,el Poble Sec,Sants-Montjuïc,4.25
931437,447.0,Sant Antoni,Eixample,4.79
931756,139.0,Sant Antoni,Eixample,4.63
933094,61.0,la Maternitat i Sant Ramon,Les Corts,4.65
821523,111.0,la Sagrada Família,Eixample,4.28
823272,186.0,la Dreta de l'Eixample,Eixample,4.61
824902,157.0,la Sagrada Família,Eixample,4.76
826397,130.0,el Putxet i el Farró,Sarrià-Sant Gervasi,4.21
827250,125.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,4.98
934979,227.0,la Sagrada Família,Eixample,4.85
936734,153.0,el Poble Sec,Sants-Montjuïc,4.41
936781,100.0,la Salut,Gràcia,4.81
936850,142.0,la Sagrada Família,Eixample,4.4
937331,210.0,l'Antiga Esquerra de l'Eixample,Eixample,4.86
937657,205.0,les Corts,Les Corts,4.61
938006,196.0,les Corts,Les Corts,4.47
832755,340.0,el Poblenou,Sant Martí,5.0
839655,220.0,Sant Antoni,Eixample,4.45
840123,84.0,la Maternitat i Sant Ramon,Les Corts,4.81
965712,188.0,Sant Antoni,Eixample,4.47
965733,412.0,l'Antiga Esquerra de l'Eixample,Eixample,4.45
967346,497.0,Sant Antoni,Eixample,4.42
973013,100.0,la Sagrada Família,Eixample,4.6
975337,146.0,Sant Antoni,Eixample,4.33
976595,150.0,la Dreta de l'Eixample,Eixample,4.73
939692,250.0,el Poblenou,Sant Martí,4.55
939792,326.0,el Putxet i el Farró,Sarrià-Sant Gervasi,4.55
940338,276.0,la Dreta de l'Eixample,Eixample,4.98
940374,113.0,el Clot,Sant Martí,4.88
942410,154.0,Provençals del Poblenou,Sant Martí,4.96
945007,201.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,4.75
945564,251.0,la Dreta de l'Eixample,Eixample,4.66
977631,104.0,l'Antiga Esquerra de l'Eixample,Eixample,4.7
977745,98.0,les Corts,Les Corts,4.77
978990,100.0,el Barri Gòtic,Ciutat Vella,4.95
979073,106.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,4.61
982492,282.0,l'Antiga Esquerra de l'Eixample,Eixample,4.9
982915,159.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,4.78
946122,150.0,la Vila Olímpica del Poblenou,Sant Martí,4.91
947269,443.0,la Nova Esquerra de l'Eixample,Eixample,4.59
948689,90.0,el Barri Gòtic,Ciutat Vella,4.89
951364,84.0,l'Antiga Esquerra de l'Eixample,Eixample,4.19
956256,117.0,Sant Antoni,Eixample,4.84
956768,259.0,la Sagrada Família,Eixample,4.85
957402,117.0,el Poble Sec,Sants-Montjuïc,4.79
984985,97.0,la Vila de Gràcia,Gràcia,4.44
986015,196.0,la Vila de Gràcia,Gràcia,4.51
986101,224.0,el Poble Sec,Sants-Montjuïc,4.57
986639,289.0,el Barri Gòtic,Ciutat Vella,4.71
986692,167.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,4.64
986867,260.0,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,4.66
957657,143.0,el Poble Sec,Sants-Montjuïc,4.76
959089,405.0,el Putxet i el Farró,Sarrià-Sant Gervasi,4.97
961548,171.0,la Vila de Gràcia,Gràcia,4.84
963289,223.0,la Nova Esquerra de l'Eixample,Eixample,4.87
963533,443.0,l'Antiga Esquerra de l'Eixample,Eixample,4.41
1136384,163.0,l'Antiga Esquerra de l'Eixample,Eixample,4.83
1139069,184.0,les Corts,Les Corts,4.67
1139791,35.0,la Salut,Gràcia,4.88
988755,211.0,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,4.59
988917,161.0,la Nova Esquerra de l'Eixample,Eixample,4.9
1000720,66.0,el Guinardó,Horta-Guinardó,4.2
1139849,244.0,la Vila Olímpica del Poblenou,Sant Martí,3.88
1140144,72.0,el Camp de l'Arpa del Clot,Sant Martí,4.71
1145940,288.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,4.72
1147333,300.0,la Dreta de l'Eixample,Eixample,4.39
1149191,115.0,el Putxet i el Farró,Sarrià-Sant Gervasi,4.88
1150062,106.0,el Putxet i el Farró,Sarrià-Sant Gervasi,4.85
1150128,128.0,Vallcarca i els Penitents,Gràcia,4.79
1001959,144.0,la Trinitat Vella,Sant Andreu,4.17
1002233,149.0,el Poble Sec,Sants-Montjuïc,4.55
1002372,364.0,el Poblenou,Sant Martí,4.46
1007939,164.0,la Vila de Gràcia,Gràcia,4.53
1154761,150.0,l'Antiga Esquerra de l'Eixample,Eixample,4.74
1161417,87.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,4.56
1164746,21.0,el Putxet i el Farró,Sarrià-Sant Gervasi,4.71
1165432,318.0,la Dreta de l'Eixample,Eixample,4.67
1169088,211.0,Sant Antoni,Eixample,4.42
1169142,198.0,la Dreta de l'Eixample,Eixample,4.72
1169191,786.0,la Sagrada Família,Eixample,4.98
1186442,125.0,Sant Antoni,Eixample,4.63
1008717,676.0,la Dreta de l'Eixample,Eixample,4.73
1011083,150.0,el Poble Sec,Sants-Montjuïc,4.87
1018647,120.0,la Maternitat i Sant Ramon,Les Corts,4.82
1020452,106.0,la Font de la Guatlla,Sants-Montjuïc,4.7
1186506,125.0,Sant Antoni,Eixample,4.46
1186521,225.0,Sant Antoni,Eixample,4.48
1186539,225.0,Sant Antoni,Eixample,4.46
1186559,225.0,Sant Antoni,Eixample,4.41
1190491,175.0,la Dreta de l'Eixample,Eixample,4.94
1193162,190.0,l'Antiga Esquerra de l'Eixample,Eixample,4.43
1193842,198.0,el Poble Sec,Sants-Montjuïc,4.99
1197169,611.0,el Putxet i el Farró,Sarrià-Sant Gervasi,4.67
1197458,25.0,el Poblenou,Sant Martí,4.59
1025707,139.0,la Sagrada Família,Eixample,4.67
1029587,135.0,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,4.54
1034761,327.0,el Poblenou,Sant Martí,4.49
1034771,225.0,el Raval,Ciutat Vella,4.8
1039162,196.0,la Vila de Gràcia,Gràcia,4.75
1198074,202.0,la Dreta de l'Eixample,Eixample,4.88
1199380,200.0,la Dreta de l'Eixample,Eixample,4.64
1199382,181.0,la Dreta de l'Eixample,Eixample,4.79
1199594,162.0,el Barri Gòtic,Ciutat Vella,4.75
1201871,136.0,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,4.47
1202829,123.0,el Poblenou,Sant Martí,4.89
1204161,22.0,la Vila de Gràcia,Gràcia,4.8
1204581,67.0,la Nova Esquerra de l'Eixample,Eixample,4.22
1039211,134.0,el Poblenou,Sant Martí,4.7
1041060,219.0,la Vila de Gràcia,Gràcia,4.76
1044130,308.0,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,4.96
1047089,114.0,la Vila de Gràcia,Gràcia,4.61
1206052,297.0,la Sagrada Família,Eixample,4.88
1206820,35.0,les Corts,Les Corts,4.81
1207330,244.0,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,4.71
1207407,225.0,la Dreta de l'Eixample,Eixample,4.73
1207452,359.0,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,4.61
1207471,93.0,la Maternitat i Sant Ramon,Les Corts,4.82
1211499,249.0,Sant Antoni,Eixample,4.93
1060614,156.0,el Fort Pienc,Eixample,4.87
1061343,129.0,les Tres Torres,Sarrià-Sant Gervasi,4.53
1064956,107.0,les Corts,Les Corts,4.44
1067338,266.0,Sant Antoni,Eixample,4.86
1068523,228.0,la Dreta de l'Eixample,Eixample,4.57
1068919,170.0,la Vila de Gràcia,Gràcia,3.89
1069572,254.0,la Dreta de l'Eixample,Eixample,4.88
1213201,408.0,la Dreta de l'Eixample,Eixample,4.61
1215049,153.0,la Sagrada Família,Eixample,4.71
1215451,354.0,l'Antiga Esquerra de l'Eixample,Eixample,4.68
1216365,131.0,la Dreta de l'Eixample,Eixample,4.95
1216600,172.0,la Nova Esquerra de l'Eixample,Eixample,4.76
1218515,50.0,el Barri Gòtic,Ciutat Vella,4.84
1218609,50.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.87
1218611,225.0,Sant Antoni,Eixample,4.39
1070322,26.0,la Vila de Gràcia,Gràcia,4.16
1071740,577.0,Sants,Sants-Montjuïc,4.94
1073748,230.0,"Vallvidrera, el Tibidabo i les Planes",Sarrià-Sant Gervasi,4.99
1073877,83.0,la Barceloneta,Ciutat Vella,4.58
1074936,351.0,la Dreta de l'Eixample,Eixample,4.49
1075855,172.0,el Camp d'en Grassot i Gràcia Nova,Gràcia,4.7
1218618,225.0,Sant Antoni,Eixample,4.45
1218626,225.0,Sant Antoni,Eixample,4.52
1222415,36.0,la Salut,Gràcia,4.78
1225103,198.0,l'Antiga Esquerra de l'Eixample,Eixample,4.74
1229996,174.0,la Vila de Gràcia,Gràcia,4.7
1234006,102.0,Sant Antoni,Eixample,4.4
1235805,136.0,la Vila de Gràcia,Gràcia,4.65
1240055,176.0,la Salut,Gràcia,4.79
1241225,349.0,la Dreta de l'Eixample,Eixample,4.44
1242215,131.0,la Vila de Gràcia,Gràcia,4.71
1077851,149.0,la Teixonera,Horta-Guinardó,4.41
1078049,150.0,l'Antiga Esquerra de l'Eixample,Eixample,4.58
1078585,88.0,Sants,Sants-Montjuïc,4.43
1079887,130.0,la Nova Esquerra de l'Eixample,Eixample,4.66
1082656,264.0,la Dreta de l'Eixample,Eixample,4.82
1084712,80.0,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,4.85
1242745,105.0,el Fort Pienc,Eixample,4.55
1249641,158.0,el Poble Sec,Sants-Montjuïc,4.91
1254174,28.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,4.5
1255085,207.0,la Dreta de l'Eixample,Eixample,4.68
1258555,114.0,el Fort Pienc,Eixample,4.79
1260018,108.0,Sants - Badal,Sants-Montjuïc,4.91
1261435,35.0,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,4.67
1085376,114.0,el Fort Pienc,Eixample,4.54
